country,sight,review_title,review_content
이탈리아,성 베드로 대성당,팰리스 오브 popes!,"가. 멋진 건축물과 장엄한 건물인 피터는 놀라운 역사적 중요성 은 거대한 조각상이 있었습니다. 하지만 우리는 자신을 종교적, 우리가 한 것이 다른 사람들의 중요성에 민감 합니다. 하지만 안타깝게도, 많은 사람들이 방문하는 대부분의, 전혀 생각이 교회, 이 한 것이 될 수 있는 - 과거와 현재의 묘 하는 궁전 popes! 아름다운, 하지만 좀 안타깝게도 주었스니다."
이탈리아,성 베드로 대성당,2 시간 이상 기다려야 할 가치가 있다면 바로 관광,지불한 만큼의 - 그리고 무료 - 2 시간 30분 정도의 시간을 보낼 수 있는 손실 입니다. 저는 역사적 중요성 에 대해. 좋은 물건을 볼 수 있고 많은 다른 2 시간 기다리지 않고. 재미 있는 엽서를 보내는 우체국에 바티칸 에서 걸어서 갈 수 밖에. 내부 - 더 좋은 일들이 있고 베르니니 간판을 볼 수 - - 저는 그 2 시간 기다려야 가치가 있지 않았다. 나는 한 시간을 줄이고 선택해야 - 하지만 여기서는 해당 sloooow 은 이동합니다. 글쎄요.
이탈리아,성 베드로 대성당,너무 grouded,위대한 너무 너무 grouded 지역 밖에서 보는 구멍만 남겨 두고. 때문에 본 한 줄에 다음 으로 basilika.
이탈리아,성 베드로 대성당,실망스러운,"또 다른 ' 가 - 수 - 자세한 ' 대상 하고 싶지 않았다. 아주 인상적인, 수 있도록, 중요한 카톨릭 교회의 역사와 문화의 한 부분이고, 훨씬 더 의미 있지만 교회 예배당 을 볼 수 있습니다."
이탈리아,성 베드로 대성당,그렇,방문 할 때 입니다. 숨을 고르고 있는 지 본 수도 로마의 경우. 평소처럼 포장해 판매하여 충격 된 길거리 쓰레기를 수학 여행. 음식은 괜찮은 편 이 서는 길에 마시고 구운 샌드위치. 45 분 경 단서 상어들은 있지만 꽤 오래 및 보안 기능을 통해. 엽서를 보내는 바티칸 도장 집 합니다. 방식으로. 정말 보지 않으면. 외부 사이트 처럼. 커피와 샌드위치를 잡아 볼 수 있는 세계가 엽서 를 전송할 수 있습니다. 그 책을 구글 내부
이탈리아,성 베드로 대성당,매우 긴 줄,아주 아주 긴 줄을 기다리지 보안. 많은 사람들이 줄을 잘라. 아름다운 곳이지만 너무 많은 단체들이 고장을
이탈리아,성 베드로 대성당,다행 한 것이긴 하지만 …,"약 20분 정도 대기 하기가. 나는 무슨 단서 에 의도하지 않은 제가 찾던 tbh, 예술을 알고하지 마십시오. 오디오 가이드 를 설명할 수 없고 / 스크린 또는 조각 나 지식. 다행이 제공하지만 다시 가서 보지 않을 것이다."
이탈리아,성 베드로 대성당,미니 휴식,"정말 기대 하고 있는 거대한 한 가지만 보고 이 사람들이 불행하게도 우리는 2 로 대기 하지 않은 - 3 시간 이지만 한 주의 일요일에 밖을 보시면 이 편집됨,."
이탈리아,성 베드로 대성당,너무 혼잡,우리가 간 오후에 방문했던 바티칸 박물관. 너무나 많은 사람들이 기다리고 있는 내가 하고 싶기 도 했다. 우리는 로마에서 꼭 해 보고 아침 일찍 먹어봐야겠단.
이탈리아,성 베드로 대성당,매우 바쁜,"천문 줄은! 우리가 촬영 한 것을 알고 있지만 내부 및 주변에 하루에 가서 대기 하지 않았습니다. 외부 전망이 인상적인, 많은 지역에 있는 거지들을."
이탈리아,성 베드로 대성당,하지만 꼭 목록의 맨 위로,"큰 건물, 추웠지만 동시에 수행할 수 있습니다. 이 곳을 본 알 수 있는 보수적인 가톨릭 및 기독교의 차이를."
이탈리아,성 베드로 대성당,버킷리스트 항목 쳤다,"이 인상적인, 하지만 이상하게 모든 것을 느껴지는. 모자이크 안에는 예술 작품들, 하지만 이야기 하지 않을 수 있으면 밀접하게 보았다, 빛의 각도를 타고 오른쪽. 이 놀라운! 몇 몇 년 완료 했다. 돔 카운티까지 등산을 추천 합니다. 놀라운 전망을 즐길 수 있는, 가장 마음에 드는 부분 였다. 이 단계를 통해 600, 잡기 중간에 엘리베이터가 있지만, 그런 다음 걸어야 다. 꽉 쥐 사용하면 위쪽, 아닌 정말 claustrophobics. 세계에서 가장 큰 교회 의 세 번째, 더 많은 사람들이"
이탈리아,성 베드로 대성당,즉 더 많은 크리스찬 들 경우,"사람의 종교 이 지, 저와 제 아내는 어느 정도 종교적 였지만, 그녀는 나를 같이 느껴지지 었다. 교회 자체는 매우 아름답고, 내부 또는 종료. 제가 본 이탈리아 에서 더 많은 아름다운 교회, 시에나 이 훨씬 더 아름답고 한. 또한 굉장히 붐비는. 저는 걸어 다녀도 거의 이동 및 해당 통해 수행할 수 있습니다. 이 붐비지 않. 미켈란젤로의 걸작 피에타 봐야 분명히, 이 정말 장관입니다, 작은 기회 이 기 때문에 근처에 있는데 실제로 말 그대로 수천 명이 있다. 전체적으로, 저는 좋은"
이탈리아,성 베드로 대성당,도쿄 돔 이 인상적인 전망,"두 번째로 전망을 즐길 수 있었습니다 다음 돔. 단계도 다시 하지 않을 발표 단계 551, 많은 사람들이 어디 있는지 알지 않아서 제공됩니다. 이 인상적인 대성당은 광범위한 지식이 없이는 가톨릭 과 역사에 대해 얼마나 가상화와 을 나갑니다."
이탈리아,성 베드로 대성당,공사 중 &#8230;,"저는 확실한 것을 공정한, 공사 중인 이후에 마지막으로 있었다. 하지만, 저는 가톨릭 이후, 그 성당 건축에 볼 수 있습니다. 방문 할 것이지만, 기억할 수 있는 드레스 코드 가 있습니다. 숄 이나 짧은 스커트 안, 또는 짧은 반바지. 숄 을 착용 하는 경우, 특히 그 여름 일, 살 밖에 바란다 하며 안에 넣어 당신의 어깨 가 대성당, 도랑 이 있으면 다음 작업을 수행할 수 있습니다."
이탈리아,성 베드로 대성당,""" 오래 되었지만 정말 골드 를 """,거리인 피터. 흥미로운 것은 거대한 돔 에 대해 사용할 수 있는 긴 인기 많은 단계. 또한 인기가 지불해야 합니다. 아니라면 아주 잘 맞습니다. 또 나쁜 일이 발생하지 않는 것을 제안. 하지만 위에서 아름다운 풍경 였다. 이게 유일한 것은 흥미로운 발견 할 수 있는. 가는 풍경이 보는 것을 추천 한다. 딜런 (15 번 o)
이탈리아,성 베드로 대성당,오디오 가이드는 끔찍한,"사람들에게 집중 하길. 피터 대성당, 오디오 가이드 도 것을 수 있습니다. 뿐인, 나쁜 연결 (라는 정보를 가지고 수시로 지 않았어요). 해당 직원이 문제를 해결하는 데 전혀 보이지 않았다. 이 대성당은 방문 가치, 각오 지원하지만 긴 줄! 내 인생에서 먹어본 최악의 오디오 가이드."
이탈리아,성 베드로 대성당,충분히 좋은,"이는 아주 중요한 정말 아름다운, 설명 또는 audioguides 없이 몇 가지지 않은 흥미로운."
이탈리아,성 베드로 대성당,붐비는 장소.,"4월 중순에 이곳에 가 관광객들 였습니다. 많은 사람들이나 주변에 힘든 최대한. 하지만, 이것은 이탈리아 에서 가장 놀라운 장소를 방문할 때."
이탈리아,성 베드로 대성당,기대했던 것 보다 뛰어난.,저는 항상 호기심을 보고 있습니다. 피터 대성당 살 수 있습니다. 제가 로마에 가서 가기로 했습니다 저의 기대는 매우 특별한 무언가를 볼 수 있습니다. 불행하게도. 나는 그 느낌을 하지 않았다. 이 곳의 간판들을 제공하지 않습니다.
이탈리아,성 베드로 대성당,너무 많은 영역에서 현재 폐쇄,"예전에 거의 모든 곳에서 메인 층 수 있습니다. 이제 중요한 영역을 닫 수 없도록 예술 작품도 있습니다. 그렇지 않으면, 환상적인 위치에 있다."
이탈리아,성 베드로 대성당,큰 큐 매우 바쁜,"물론 그 가 종교적인 라면 다음에, 한 가지 더 잘 collesuem, 이 시스 티나 예배당, 없습니다. 로마 패스 / omnicard 및 대기열 잡으실려면 을 건너는 것이 하루 중 큰 부분을 낭비하지 않는 가치가 있을 것 같아요."
이탈리아,성 베드로 대성당,줄도 없,긴 줄에 기대하는 월요일 저녁 5 시에 정보가 전혀 없는 완벽한 시간으로 줄었습니다. 일부 상점이 문을 닫고 나오지만 원하는 것을 할 수 있는 쇼핑을 몇 가지 있었다.
이탈리아,성 베드로 대성당,사랑스러운 장소,"많은 볼 수 있다. 진짜 단점, 로마의 역사적인 사이트를 방문하는 경우 참조해야 합니다. 거리 상인 은 조금 스테이징될 수밖에"
이탈리아,성 베드로 대성당,바티칸,관광객들이 말 그대로 수백 개의 다양한 투어. 예술 같은 경우. 오래된 예술품이 방문 할 수 있는 장소 중 하나입니다. 우리가 돌아가지 않는 사람이 너무 많고
이탈리아,성 베드로 대성당,교회 건물 이 아닌,"피터 가 거리로 가는 길에 바티칸 박물관. 이 것을 할 경우 로마에 오는 사람들 중 하나, 변경다른 피에타 고려하지 않은 걸 보면 다른 작품 이나 조각인 강력 추천합니다. 하지만, 어머니는 물론 catholics 해당하는 로마 교회의 존재 이유. 경우 가 훨씬 더 많은 가톨릭 의심의 여지 없이 피터의 거리에서 개를 방문 할 수 있어서 감사합니다 가상화와, 그래서 이 리뷰를 설명하고 그 이상은 안에 있는 예술 및 건축."
이탈리아,성 베드로 대성당,줄을 적에,"저는 검토하게 될 건지, 하기 때문에, 어떤 점. 전 세계의 유명한 중심부의 주요 가상화와, 그에 따라 매우 웅장한, 거대하고 아름다운. 저는 주력 방문자의 경험. 낮에 일찍 도착 하면 한 시간 이상을 기다려야 합니다 통해 보안 공항 - 스타일. 모든 인간의 삶은 앞으로 꾸준히 셔플 수 있습니다. 기대하지 않습니다 중 하나의 모든 곳이 다 걱정했다!. 10월 말에 가는 것은 여름에 서 - 수 합니다 어디에나; 매우 가혹한 것이 노인 의 제안. 대기열 생성 영역 안에서 음영 처리 수 있습니다,"
이탈리아,성 베드로 대성당,아름다운,"또, 이곳이 아주 좋았어요, 아름다운 모든 면에서 우리가 3/2 시간 의 여행 이 충분하지 않았다. Jdjdjdjejdjdieiejddjxbxnsnnssnnxdbwjsnndxnndndjsndsiiwksns"
이탈리아,성 베드로 대성당,아니죠.,세인트 피터 관광 기준도 끝나고 울었다. 그들은 최소한 내부 대한액세스 제한 및. 예전에 방문하는 것을 매우 즐거운 지금 방금 떠나 오. 더 콜로네이드 인접 거리에는 제한. 가장 가까운 택시에서 내려 받을 수 있는 바티칸 박물관. 로마의 지식 이전 부품 수가 더 이상 신뢰하지.
이탈리아,성 베드로 대성당,세계에서 가장큰....,"주변 지역에 있는 경우 참조해야 합니다. 아래 보이는 잊지 말고 볼 수 있는 프레스코 동안 압도 이전 입력할 수 있는 수하물 검사 및 처치 본문 검색, 확인하지 않아도 되는 것이기 때문에 가방에 속하지 않는! 대기열 확인; 일부로 병합 을 더 이상"
이탈리아,성 베드로 대성당,마치 화려한 영화,"이후 바티칸 박물관 을 방문해 하기로 결정했다 "" 스윙 에서 "" 거리. 피터 광장 및 대성당. 꽤 많은 다른 모든 것들과 마찬가지로, 스윙 이나 하나가 아니고 어떤 수 있습니다. 그럼 그냥 말이 많은 사람들이 꽤 (좋은 이유, 거 및 줄 긴 줄을 따로 보안 검사 콜로세움. 아, 아닙니다, 었다. 이상한 소리 로 줄 수 있으므로, 아마 이 영화 때문에 tv 를 많이 보고, 실제로 두었는데 저와 남자 친구의 모든 것을 가지고. 기본적으로, 아주 멋진 영화 같은 느낌이 다. 하지만, 아마 다른"
이탈리아,성 베드로 대성당,"로마에 있는, 때 가 좀","저는 가톨릭 교회의 큰 팬, opportunity 를 제공하는 2 천 년 동안 한꺼번에 몇 가지의 약탈. 교회 를 제외하고, 준비를 하는 것 보다 더 많은 거대한 낯선 사람이 다. 바티칸 투어 하는 설정은 거대한 아이디어. 시스 틴 예배당 을 보고 싶어요, 하지만 마지막 항목을 미로, 저는 지름길을 찾을 수 없습니다. 종료 2명이 서로 를 충분히 사용할 수 있습니다. 추가할 때 에 있는 것이, strollers, 있습니다, 길은 아주 느리고 혼잡해집니다 어. 따라서 긴. 경고: 만약"
이탈리아,성 베드로 대성당,예쁜,우리는 결국 이곳에서 우리의 투어 후. 이곳은 거대하고 아름다운 건축물 이라는. 많은 수의 여행객 popes ' 무덤 에 가. 주변에 아름다운 장식 및 장식 볼 수 있습니다. 체크 아웃을 할 가치가 있는 동안에 시내에 있는 같은 무료 입니다.
이탈리아,성 베드로 대성당,사람들이 좋아 보인다...,대기 를 통해서 보안 (모든 것을 훑개) 라는 말을 하고 겸손한 내 아내의 옷 (등올림기구를 들 중간에 있다). 적절하게 드레스 를 만들어서 안 합니다.
이탈리아,성 베드로 대성당,"""줄로""?","부여, 세계 관광 일 이었고, 이번 여행은 아무 것도 할 줄. 모든 것이 한 줄로 서 있는 라인 들. 서 하나가 될 것은 처음에는 내가 할 것이다!"
이탈리아,성 베드로 대성당,멋진 사람 이었지만,"그 전에 가본 적이 없으면 이는 단순히 한번 가보시는 것도 기념 사진을 찍었습니다. 는 마치에, 수요일 과 일요일 이 라 피하는 사람의 일을. 스캐너 준비 로 지역을 통과한다."
이탈리아,성 베드로 대성당,혼잡,"전망이 가장 좋았던 것은 위에서 돔, 물론 매우 혼잡했습니다. 우리는 투어를 알게 된 경험이 있는 것 같은 러시아워 에 기차 역이 있습니다. 수 있는 사람들, 그리고 한 '큐 점프' 를 발견하여 사서 거의 밖에 안 되는! 도쿄돔 추가 비용으로 올라가지 지원하지만 가치가 있죠. 또한 놀랍게도 옥상 카페 로 가는 길에 있는 합리적인 가격 - 커피 1유로, 이 공간은 점심!"
이탈리아,성 베드로 대성당,매우 바쁜,"여행하는 동안 이탈리아 는 이곳을 방문, 알고 보니 하루 전에 테레사는 어머니 시성 였다는 것을 사용. 그래서인지 이 아름다운 것은, 사람들이 편집됨, 불구하고, 가볼 만한 곳입니다."
이탈리아,성 베드로 대성당,정말 특별한 것은 아무것도 없습니다.,"서 있으면 온라인, 통해 보안, 몇 백 피트 거리에 있는 경우 내부에, 한 두 개의 다른 사람들과 함께 천. 하지 않는 한 '아' 의 경우는 그 후 내부 공간은 정말 최고, 꼭 모놀리식형, 객체의 아름다움 - 아닙니다. 위대한 건축 의 아름다움을 보고 싶으시다면 좋은 디자인과 기량 이 갈 수 있는 엘리 성당 영국의 경우 사용자가 그시공 의 천주교성지 지원하지만 괜찮은 곳이다."
이탈리아,성 베드로 대성당,사람이 꽤 있지만,건물 자체는 정말 좋은 인상적이다. 많은 예술 살펴보겠습니다. 여러 사람들이 있어 매우 혼잡 지원하지만 밀려. 매우 즐거운 경험.
이탈리아,성 베드로 대성당,점심은 도시락을 교회가 볼 거의,"교황 이 죽은 미이라 로 만든 경우 인데, 현재는 치료를 위해! 그렇지 않으면, 바티칸 에 있는 경우, 가서 이후 방문 할 수 있는 가지 않을 수가 없는 바티칸 시티. 있지만, 우리가 갔을 때에는, 어머니 답변하기 하루 전에 시성 테레사, 이다 있었고, nuns, 관광객, 너무 많은 사람. 하지만 가장 기억에 남는 좋은 여행의 일부."
이탈리아,성 베드로 대성당,많은 사람들이,"화창한 평일에 가서 많은 사람들 중에, 어디서나. 긴 줄도, 그리고 아이들이 여기에 있는 큰 회사 또는 추천하지 않습니다. 그러나, 아키텍처 및 기록이 훌륭하고 아름다운 포함되어 있습니다. 방문할 가치가 있는 여러 음식점들이 이 지역에 있는 배가. 서 있는 느낌이다. 여러 세부 정보 및 놀라운 디자인, 아름다운 것을 보고 이 곳을 적극 추천합니다. - 그냥 구경하는 시간이 부족한 것. 걸어서 갈 계획이라면 좋은 신발이 추천하는 여행 전일, 걷는 동안 도시. 물에 사는 작은 키오스크 구성할"
이탈리아,성 베드로 대성당,많이 바쁜,6년 이 되는 나의 마지막 방문 및 보안 강화 하다. 항상 한 무리의 사람들이 노력을 하고 있는 장사꾼들이 제공하는 투어. 기대 바가지.
이탈리아,성 베드로 대성당,하나님은 어느 한 가?,"정말 정말 실망 했습니다. 나는 이 곳에 여섯 이전 의 경우, 18 년 전 마지막 시간. 저는 가족과 함께, 공항 보안 검사 하는 것이 다, 그리고 사람들. 하지만 우리는 마지막으로 들어오는 사람들이 있었고 인가를 받음 이 한 소리, 그 모든 사람들이 관광객을 가이드로 카메라폰을 흔들지 한 아키텍처. 어디서나 찾을 수 없는 조용한 묵상 을 했다. 라스베가스에 베네시안 호텔 같은 로비에 에어컨 없이! 이러한 변경 전 마지막 방문"
이탈리아,성 베드로 대성당,인상적인 논객 이지만,"이는 무료 방문할 수 있습니다. 을 할 때는 20 '-40' 행 및 암호 보안 시작하기 전에. 문제는 그들이 말할 뿐, 한 여자가 될 경우, 입력할 수 없습니다 (섭씨 36 도 여름에 날) 은 옷. 나는 할 수 없기 때문에. 제 남자친구는 자신에 의해 이동. 말도 안되는 정책 중 하나와 함께 신앙 생활의 정보를 공개하기 전에 할 행. 외관은 좋은, 그들이 말하는 내부 unbeleivable. 아마 저는 다음에 로마에 다시 시도하십시오."
이탈리아,성 베드로 대성당,새치기를 할 수 있는 둥근 지붕,나는 티켓을 사 새치기 세인트 피터스 돌아다녀 둥근 지붕. €33 였습니다. 의심의 여지 없이 좋은 곳이 바로 줄이. 우리가 한 가지 오디오 투어 들이 다소 무의미 하고 대성당 앞. 우리는 엘리베이터를 걸어서 계단을 오르내리는 첫 번째 단면을 300. 개인적으로 저는 이 팽창 지원하지만 많은 사람들이 힘든 찾을 수 없습니다. 뜨거운 무척 가깝다. 맨 꼭대기에 있는 전망이 좋습니다. 한 가지 다행인
이탈리아,성 베드로 대성당,창,우리는 먼저 보 줌배율에 에 위치한 이 교회 욕실문을 통해 양시야. 사진을 참고해주세요. 이해 작성하세요. 멀리 떨어져 있어서 매우 큰 볼.
이탈리아,성 베드로 대성당,늦게 이동하지만!,내 경험을 했는데 반사의 평가는 내 잘못. :( . 남편은 마지막 순간에 하고 있는 늦은 오후. 저희는 2블록 떨어진 곳에서 발견하고 있는 성 베드로 의 10 개 미만의 보안을 줄 사람들. 아 라는 게 걸지 어 오면서 엷게 입구를 통해 저는 소매 없는 옷을 입에 있기 때문에 (제 남편은 반바지를 입고 괜찮아요). 구매한 있다는 것이었는데 저는 10분에 바란다 폐로기 시간이 없습니다. 팁: 문 닫을 시간 이동할 수 있고 다양한 사람들! 그러나 확실하지 않은 경우 무릎 또는 어깨 있는 바란다.
이탈리아,성 베드로 대성당,다소 흥미로운,이 아름다운 곳이지만 아주 어려운 것 데 가톨릭 교회의 건물의 유지 관리가 부족한. 제일 실망스러운 점이 있는 시스 티나 예배당 을 통하면 가축처럼. 우리가 하지 않은 아름다움을 즐길 수 있었어요. 또한 allw 사진 않습니다.
이탈리아,성 베드로 대성당,좋은 곳,"이탈리아에서 다른 장소로 이동한 것이 유일한 경우, 이었지만 이 하기에 버킷리스트. 온라인에서 티켓을 구입할 수 있고 95 도 열고 있었습니다! 약 한 시간 여행이다. 수많은 조각상 다른 것들과 볼 수 있습니다."
이탈리아,성 베드로 대성당,S. 정자,꼭 들려야 할 곳이 많은 아름답고 멋진 곳에 상점과 식당 으로 둘러싸여 있다. 이 리스트에 있는 무료로 들어갈 수도 있기때문에 합니다.
이탈리아,성 베드로 대성당,체크 인 시간 전에 가서,"우리가 갔던, 제대로 계획, 우리가 놓친 것은 전체적인 마무리 였습니다. 볼 수 있다. 더러운 것은 시내 외곽에 안전하지 않습니다."
이탈리아,성 베드로 대성당,누군가는 경고!,"저는 바티칸, 보안을 통해 한 시간 정도 기다리지 100 도 열( 이유를 설명할 수 있는 직원들은 매우 무례 했습니다). 일단 내부, 다시 기다리는 한 시간 앞에 있는 성 베드로 의 1/2. 우리는 문 이 지. 저는 제 어깨 선을 덮고 말에서 뽑아 허용되지 않습니다. 저는 아주 큰 기대를 하기 전에 조사한 나는 여행이 아무데도 없다. 아무도 커버하기 위해 수를 제공할 수 있는 입력합니다. 저는 둘. 도덕적 - 을 가지고 있거나 가리기 바란다!"
